  Terminal log recording to: C:\Users\SERILEG\OneDrive - ABB\Autonomous-docking\MY_NPMC\my work\plots in development process\logs\nmpc_run_20260402_163638_log.txt
  container.m check: u_dot=0.0406, r_dot=0.000000, U=7.00 m/s

  Harbor map loaded: 60 polygons
  Final waypoint is outside mapped forbidden zones
  Map sample points: 3794
  Final waypoint -> nearest map sample: 119.5 m (nominal keepout 115.0 m)
  Dynamic obstacles enabled: 2
  Dynamic replay determinism check: PASS

--- Building NMPC solver (10 obstacle slots) ---
  Hull footprint: oriented rectangle 87.5 m x 12.7 m (clearance 2.0 m)
NMPC_Container_final: N=36, dt=1.00, obs_slots=10
  8-state model: [u v r x y psi n1 n2]
  4 controls: [alpha1 alpha2 n1_c n2_c]
  forward speed constraint: u >= 0.50 m/s
  actuator penalty: 0.0500 | forward incentive: 2.50
  collision: oriented rectangle 87.5 x 12.7 m (clearance 2.0 m)
  nlpsol built: 440 vars, 810 constraints
    - Equalities: 296 (initial + dynamics)
    - Obstacle:   370 (slots × horizon)
    - Rate:       144 (first-step + consecutive)

  [t= 94.0] pos=(-3148.0,-1549.4) psi= +28.6deg wp=1 xte=+36.4m obs_d=139m ok=1 comp=1537.2ms solve=1534.7ms RT=1.54 obs=9 fb=0
  [t= 95.0] pos=(-3145.5,-1548.7) psi= +28.7deg wp=2 xte=+68.6m obs_d=136m ok=1 comp=2047.9ms solve=2032.9ms RT=2.05 obs=10 fb=0
  [t= 96.0] pos=(-3143.1,-1547.9) psi= +28.7deg wp=2 xte=+66.5m obs_d=134m ok=1 comp=1551.2ms solve=1549.5ms RT=1.55 obs=10 fb=0
  [t= 97.0] pos=(-3140.5,-1547.0) psi= +28.7deg wp=2 xte=+64.3m obs_d=132m ok=1 comp=1561.8ms solve=1560.2ms RT=1.56 obs=10 fb=0
  [t= 98.0] pos=(-3138.0,-1546.1) psi= +28.7deg wp=2 xte=+62.0m obs_d=130m ok=1 comp=1453.2ms solve=1451.5ms RT=1.45 obs=10 fb=0
  [t= 99.0] pos=(-3135.4,-1545.2) psi= +28.8deg wp=2 xte=+59.8m obs_d=128m ok=1 comp=1777.5ms solve=1775.8ms RT=1.78 obs=10 fb=0
  [t=100.0] pos=(-3132.8,-1544.3) psi= +28.8deg wp=2 xte=+57.4m obs_d=126m ok=1 comp=1028.6ms solve=1026.7ms RT=1.03 obs=10 fb=0
  [t=101.0] pos=(-3130.2,-1543.3) psi= +28.7deg wp=2 xte=+55.1m obs_d=124m ok=1 comp=1445.9ms solve=1444.4ms RT=1.45 obs=10 fb=0
  [t=103.0] pos=(-3124.9,-1541.2) psi= +28.6deg wp=2 xte=+50.2m obs_d=120m ok=1 comp=1537.2ms solve=1535.4ms RT=1.54 obs=10 fb=0
  [t=104.0] pos=(-3122.2,-1540.1) psi= +28.4deg wp=2 xte=+47.7m obs_d=118m ok=1 comp=1218.6ms solve=1216.3ms RT=1.22 obs=10 fb=0
